monday_id;produit;objet;categorie;famille_estimee;confiance;source;piece_nommee_dans_monday;decision;note_de_reparation
12680385241;601527;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680385265;601527;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680363553;601527;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680360005;601527;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680363819;BW-0001 BOX 80;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680385216;BW-0001 BOX 80;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680389039;BW-0001 BOX 80;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680364116;BW-0001 BOX 80;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680363856;BW-0271 PRO2 White;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680381483;BW-0271 PRO2 White;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680381225;Others;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12680385074;Others;Pour pièces;démontée;;—;machine démontée;;TBD (to be defined);Récupérer pour pièces et sortie du stock car le compresseur est HS
12333316254;BW-0352 BOX 80 Italbedis;Retour paleo a nettoyer et controler;incertain;;;;;TBD (to be defined);Nettoyage et réparation effectué, remise en stock a GVA
12357853152;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12358506761;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12357869212;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12358643305;BW-0352 BOX 80 Italbedis;Retour paléo, teste + nettoyage;réglage;;;;;Set up modification;Nettoyage et testes ok
12358872456;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12358959140;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12359087169;BW-0001 BOX 80;Retour PALEO a contrôler et nettoyer;réglage;;;;;Set up modification;Nettoyage et testes ok
12358766542;BW-0352 BOX 80 Italbedis;Retour paléo, teste + nettoyage;réglage;;;;;Set up modification;Nettoyage et testes ok
12358580135;BW-0352 BOX 80 Italbedis;Retour paléo, teste + nettoyage;réglage;;;;;Set up modification;Nettoyage et testes ok
12358814850;BW-0352 BOX 80 Italbedis;Retour paléo, teste + nettoyage;réglage;;;;;Set up modification;Nettoyage et testes ok
12671555336;BW-0271.01 PRO2 Silver;Ne refroidit pas;démontée;;—;machine démontée;;Dismantling;Récupérer pour pièces et sortie du stock car le compresseur est HS
12699691358;BW-0271.01 PRO2 Silver;Compresseur HS;démontée;;—;machine démontée;;Dismantling;Le compresseur fonctionne, mais le froid ne sort pas et il surchauffe, on a tout essayé BORG confirme qu'elle est bonne à la poubelle. Il faut demander une indemnisation
12699700289;BW-0271.01 PRO2 Silver;Proto labo flon;démontée;;—;machine démontée;;Dismantling;Box uniquement pour pièces c'était un prototype du labo
12770344163;BW-0045 AQTiV COMBI H;Combi HS (incendie dans maison);démontée;;—;machine démontée;;Dismantling;Mis à la déchetterie car il a pris feu dans un incendie
12772116116;BW-0272 PRO2 Black;A controler;réglage;;;;;Set up modification;Et c'est effectué et aucun problème détecté tout fonctionne normalement et il n'y a aucune fuite
12713529854;BW-0271 PRO2 White;Réfrigérant shortage;démontée;;—;machine démontée;;Dismantling;Compresseur HS, les pièces ont été récupérées
2861308018;BW-0271 PRO2 White;SE1;posée;;;;;Refurbishing;
2861655128;BW-0271 PRO2 White;DK2;rien;;;;;Machine sent to BE WTR CH;
2862919999;BW-0074 BOX 30;FI3;posée;;;;;Spare parts used;
2964294740;BW-0074 BOX 30;FI5;réglage;;;;BW-0173 Flow compensator 8mm;Set up modification;
3006885948;BW-0072 BOX 30E;DK8;incertain;;;;;Back to the supplier;
3575504762;BW-0045 AQTiV COMBI H, BW-0042 AQTiV COMBI;SE4;posée;;;;;Spare parts used;
3739695522;BW-0045 AQTiV COMBI H;SE5;réglage;;;;;Set up modification;
3755587483;BW-0072 BOX 30E;SE6;posée;;;;;Spare parts used;
4159621081;BW-0001 BOX 80;UAE1;posée;;;;;Spare parts used;
4819384609;BW-0072 BOX 30E;Beeping constantly now water dispensing;posée;;;;main board;Spare parts used;
5246446031;BW-0271 PRO2 White;DK40;posée;;;;;Spare parts used;
4769169183;BW-0072 BOX 30E;DK38;posée;;;;;Spare parts used;
6078126914;PRO2 HOT;leaking outlet pipe;rien;;;;;Dismantling;
5932129012;BW-0271 PRO2 White;DKX;posée;;;;;Spare parts used;
4827389728;BW-0074 BOX 30;DK29;posée;;;;;Refurbishing;
6557140453;BW-0329 PRO1 Black;spontaneous tapping;incertain;;;;;Other;
7945064790;BW-0001 BOX 80;Box does not turn on;réglage;;;;;Set up modification;
6453974208;BW-0042 AQTiV COMBI;internal leak;incertain;;;;;TBD (to be defined);
7067164412;BW-0352 BOX 80 Italbedis;Box cannot turn on;posée;;;;;Spare parts used;
7945054339;BW-0353 BOX 120 Italbedis;Box does not turn on;posée;;;;;Spare parts used;
12772189906;BW-0074 BOX 30;pas d'eau plate ni petillante;réglage;;;;;Set up modification;Ne gele pas ici en essais depuis 24h
12793798866;BW-0074 BOX 30;BOX GELE;démontée;;—;machine démontée;;Dismantling;Pour pièce, elle n'est pas réparable, la sonde a cassé à l'intérieur du carbonateur
12453783489;BW-0596 BOX 20 Home;Not cold;réglage;;;;;Set up modification;Je n'ai constaté aucun problème, tout fonctionne parfaitement bien, l'eau est bien froide
12773176189;BW-0067 BOX30 B;Carbonisateur gèle;réglage;;;;;Set up modification;J'ai juste fait un Reset sur la carte. Je l'ai laissé en essai pendant trois jours sans aucun problème
7453009828;BW-0271 PRO2 White;Leakage;posée;Électrovanne;moyenne;objet / description;solenoid valve;Spare parts used;
7406866441;BW-0271 PRO2 White;drop by drop from the main exit;posée;Électrovanne;moyenne;objet / description;solenoid valve;Spare parts used;
